0	 0	 0	 100	 0	 256	 
0	 32	 0	 0	 0	 256	 
0	 128	 0	 100	 0	 256	 
0	 216	 0	 116	 0	 256	 
0	 248	 0	 116	 0	 256	 
0	 344	 0	 1	 0	 256	 
0	 368	 0	 1	 0	 256	 
0	 408	 0	 1	 0	 256	 
0	 440	 0	 100	 0	 256	 
0	 472	 0	 0	 0	 256	 
0	 504	 0	 100	 0	 256	 
0	 568	 0	 116	 0	 256	 
0	 600	 0	 116	 0	 256	 
0	 632	 0	 1	 0	 256	 
0	 664	 0	 1	 0	 256	 
0	 696	 0	 1	 0	 256	 
0	 728	 0	 100	 0	 256	 
0	 792	 0	 0	 0	 256	 
0	 856	 0	 100	 0	 256	 
0	 888	 0	 116	 0	 256	 
0	 1016	 0	 116	 0	 256	 
0	 1048	 0	 1	 0	 256	 
0	 1080	 0	 1	 0	 256	 
0	 1144	 0	 1	 0	 256	 
0	 1184	 0	 100	 0	 256	 
0	 1240	 0	 0	 0	 256	 
0	 1272	 0	 100	 0	 256	 
0	 1304	 0	 116	 0	 256	 
0	 1336	 0	 116	 0	 256	 
0	 1464	 0	 1	 0	 256	 
0	 1496	 0	 1	 0	 256	 
0	 1528	 0	 1	 0	 256	 
0	 1560	 0	 100	 0	 256	 
0	 1688	 0	 0	 0	 256	 
0	 1720	 0	 100	 0	 256	 
0	 1784	 0	 116	 0	 256	 
0	 1816	 0	 116	 0	 256	 
0	 1848	 0	 1	 0	 256	 
0	 1880	 0	 1	 0	 256	 
0	 1912	 0	 1	 0	 256	 
0	 2040	 0	 100	 0	 256	 
0	 2104	 0	 0	 0	 256	 
0	 2136	 0	 100	 0	 256	 
0	 2232	 0	 116	 0	 256	 
0	 2264	 0	 116	 0	 256	 
0	 2328	 0	 1	 0	 256	 
0	 2360	 0	 1	 0	 256	 
0	 2392	 0	 1	 0	 256	 
0	 2424	 0	 100	 0	 256	 
0	 2456	 0	 0	 0	 256	 
0	 2488	 0	 100	 0	 256	 
0	 2520	 0	 116	 0	 256	 
0	 2552	 0	 116	 0	 256	 
0	 2584	 0	 1	 0	 256	 
0	 2648	 0	 1	 0	 256	 
0	 2680	 0	 1	 0	 256	 
0	 2696	 0	 100	 0	 256	 
0	 2744	 0	 0	 0	 256	 
0	 2776	 0	 100	 0	 256	 
0	 2840	 0	 116	 0	 256	 
0	 2904	 0	 116	 0	 256	 
0	 2936	 0	 1	 0	 256	 
0	 2968	 0	 1	 0	 256	 
0	 3000	 0	 1	 0	 256	 
0	 3032	 0	 100	 0	 256	 
0	 3128	 0	 0	 0	 256	 
0	 3160	 0	 100	 0	 256	 
0	 3168	 0	 116	 0	 256	 
0	 3192	 0	 116	 0	 256	 
0	 3224	 0	 1	 0	 256	 
0	 3256	 0	 1	 0	 256	 
0	 3288	 0	 1	 0	 256	 
0	 3320	 0	 100	 0	 256	 
0	 3352	 0	 0	 0	 256	 
0	 3384	 0	 100	 0	 256	 
0	 3416	 0	 116	 0	 256	 
0	 3480	 0	 116	 0	 256	 
0	 3496	 0	 1	 0	 256	 
0	 3512	 0	 1	 0	 256	 
0	 3576	 0	 1	 0	 256	 
0	 3608	 0	 100	 0	 256	 
0	 3640	 0	 0	 0	 256	 
0	 3672	 0	 100	 0	 256	 
0	 3704	 0	 116	 0	 256	 
0	 3736	 0	 116	 0	 256	 
